title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Fullstack Engineer (ReactJS & Python/GO),Hitachi Digital Services,,Negotiable,"['docker', 'go', 'oop', 'linux', 'angular', 'javascript', 'react', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/21112.png,https://nodeflair.com/jobs/hitachi-digital-services-fullstack-engineer-reactjs-python-go-193259?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Software Engineer,Microsoft,,Negotiable,"['strategy', 'c++', 'go', 'azure', 'java', 'linux', 'c', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-senior-software-engineer-193258?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Lead Software Engineer, Fullstack",Grab,,Negotiable,"['gitlab', 'dynamodb', 'aws', 'go', 'ruby on rails', 'gitlab ci', 'datadog', 'ci', 'kibana', 'ruby', 'javascript', 'graphql', 'mysql', 'elasticsearch', 'redis', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-lead-software-engineer-fullstack-193257?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Backend Engineer,WorldQuant,,Negotiable,"['alerta', 'sentry', 'elastic', 'oop', 'unix', 'java', 'spark', 'prometheus', 'linux', 'kubernetes', 'kafka', 'php', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/653.png,https://nodeflair.com/jobs/worldquant-senior-backend-engineer-193256?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer - Backend,ShopBack,,Negotiable,"['tdd', 'aws', 'ci', 'typescript', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5.png,https://nodeflair.com/jobs/shopback-software-engineer-backend-193255?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,Diksha Teknologies,,Negotiable,"['aws', 'flow', 'nosql', 'nodejs', 'graphql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/17484.png,https://nodeflair.com/jobs/diksha-teknologies-back-end-developer-193254?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend developer (Middle/Senior),CMC Global,,Negotiable,"['yarn', 'api', 'storybook', 'webpack', 'babel', 'jest', 'npm', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-frontend-developer-middle-senior-193253?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle/Senior Fullstack Developer,Zalo,,Negotiable,"['rest api', 'api', 'java', 'nosql', 'mysql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9246.png,https://nodeflair.com/jobs/zalo-middle-senior-fullstack-developer-193252?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Software Developer,Thoughtworks,,Negotiable,"['strategy', 'aws', 'docker', 'azure', 'java', 'kubernetes', 'ruby', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/1214.png,https://nodeflair.com/jobs/thoughtworks-senior-software-developer-193251?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Software Engineer II (Hybrid),Axon,,Negotiable,"['go', 'less', 'unix', 'java', 'linux', 'nosql', 'sql', 'scala', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3870.png,https://nodeflair.com/jobs/axon-backend-software-engineer-ii-hybrid-193250?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front End Supervisor & Back End Supervisor,SAPP Academy,,Negotiable,"['nextjs', 'dynamodb', 'aws', 'rest api', 'docker', 'api', 'factory', 'message queue', 'essage queue', 'elastic', 'grpc', 'firebase', 'less', 'oop', 'git', 'sass', 'linux', 'nosql', 'kubernetes', 'typescript', 'javascript', 'ajax', 'nodejs', 'postgresql', 'mysql', 'react', 'mongodb', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22154.png,https://nodeflair.com/jobs/sapp-academy-front-end-supervisor-back-end-supervisor-193249?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer,Microsoft,,Negotiable,"['c++', 'java', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-engineer-193247?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer,WorldQuant,,Negotiable,"['strategy', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/653.png,https://nodeflair.com/jobs/worldquant-software-engineer-193246?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Backend Software Engineer II (Hybrid),Axon,,Negotiable,"['go', 'sprint', 'java', 'nosql', 'sql', 'scala', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3870.png,https://nodeflair.com/jobs/axon-senior-backend-software-engineer-ii-hybrid-193245?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Data Engineer,NashTech,,Negotiable,"['etl', 'oracle', 'sql', 'postgresql', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10389.png,https://nodeflair.com/jobs/nashtech-senior-data-engineer-193244?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Python Developer (offer up to 100M + signing bonus),CMC Global,,Negotiable,"['influxdb', 'etl', 'aws', 'swagger', 'rest api', 'go', 'api', 'tick stack', 'shell script', 'shell', 'uml', 'azure', 'linux', 'postgresql', 'django', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-senior-python-developer-offer-up-to-100m-signing-bonus-193243?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lead Software Developer,Thoughtworks,,Negotiable,"['strategy', 'tdd', 'aws', 'docker', 'go', 'clojure', 'less', 'java', 'kubernetes', 'ruby', 'javascript', 'scala', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/1214.png,https://nodeflair.com/jobs/thoughtworks-lead-software-developer-193242?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mid/Senior iOS Engineer - 100% (w/m/d) - Ho Chi Minh City - Hybrid Work,SMG,,Negotiable,"['rest api', 'play', 'git', 'ios', 'android', 'swift']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22135.png,https://nodeflair.com/jobs/smg-mid-senior-ios-engineer-100-w-m-d-ho-chi-minh-city-hybrid-work-193241?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Data Engineer,WorldQuant,,Negotiable,"['c++', 'jupyter', 'shell', 'oop', 'unix', 'git', 'linux', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/653.png,https://nodeflair.com/jobs/worldquant-senior-data-engineer-193240?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Manager,Bosch,,Negotiable,"['manager', 'microsoft']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/141.png,https://nodeflair.com/jobs/bosch-product-manager-193364?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior/Lead NodeJS Backend Developer,Finviet,,Negotiable,"['websockets', 'rest api', 'api', 'activemq', 'elastic', 'git', 'java', 'react native', 'angular', 'javascript', 'nodejs', 'net', 'php', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13028.png,https://nodeflair.com/jobs/finviet-senior-lead-nodejs-backend-developer-193188?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Automation Tester (English),Capgemini,,Negotiable,"['webdriver', 'svn', 'selenium', 'jenkins', 'api', 'restassured', 'soapui', 'testng', 'postman', 'cucumber', 'jmeter', 'sprint', 'git', 'azure', 'java', 'appium', 'c#', 'maven', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/375.png,https://nodeflair.com/jobs/capgemini-senior-automation-tester-english-193178?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester (Lead),Synodus,,Negotiable,['sprint'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-tester-lead-193180?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Nhân Viên Marketing Game Trên Tiktok,VGP,,Negotiable,['analytics'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11994.png,https://nodeflair.com/jobs/vgp-nhan-vien-marketing-game-tren-tiktok-193184?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Gia/ Chuyên Viên Cao Cấp AI (Senior AI Engineer) - Khối CNTT,MB Bank,,Negotiable,"['graph', 'java', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9844.png,https://nodeflair.com/jobs/mb-bank-chuyen-gia-chuyen-vien-cao-c-p-ai-senior-ai-engineer-kh-i-cntt-193183?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Thủ Đô Multimedia,,Negotiable,"['container', 'aws', 'docker', 'ci', 'vmware', 'azure', 'linux', 'kubernetes']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13415.png,https://nodeflair.com/jobs/th-do-multimedia-devops-engineer-193192?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Security Analyst,CMC Global,,Negotiable,"['powershell', 'oracle', 'microsoft', 'vmware', 'linux']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-security-analyst-193194?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Junior Product Owner,Apero,,Negotiable,['xen'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7584.png,https://nodeflair.com/jobs/apero-junior-product-owner-193182?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps,NTQ Solution,,Negotiable,"['gitlab', 'aws', 'terraform', 'docker', 'gitlab ci', 'ci', 'sonarqube', 'azure', 'java', 'kubernetes', 'ios', 'android', 'javascript', 'net', 'php', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11965.png,https://nodeflair.com/jobs/ntq-solution-devops-193190?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Frontend Reactjs (Onsite ),VMO Holdings,,Negotiable,"['rest api', 'scss', 'git', 'sass', 'html', 'npm', 'redux', 'angular', 'typescript', 'es6', 'javascript', 'graphql', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-l-p-trinh-vien-frontend-reactjs-onsite-193103?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Java Junior,AT Tech,,Negotiable,"['oracle', 'api', 'spring', 'centos', 'ubuntu', 'oop', 'java', 'linux', 'mysql', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13298.png,https://nodeflair.com/jobs/at-tech-backend-java-junior-193100?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Solution Architect,Synodus,,Negotiable,"['tdd', 'c++', 'uml', 'java', 'linux', 'javascript', 'c', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-solution-architect-193095?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Unity Developer (Senior),Synodus,,Negotiable,"['c++', 'unity3d', 'linux', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-unity-developer-senior-193096?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front-End Developer (Senior),Synodus,,Negotiable,"['ecmascript', 'flux', 'rest api', 'dom', 'webpack', 'babel', 'npm', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-front-end-developer-senior-193097?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Cloud Architect (Java, Agile)",ABBANK,,Negotiable,"['tdd', 'api gateway', 'api', 'google cloud', 'soa', 'java']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9330.png,https://nodeflair.com/jobs/abbank-cloud-architect-java-agile-193093?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior NodeJS Backend Developer,Diksha Teknologies,,Negotiable,"['oop', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/17484.png,https://nodeflair.com/jobs/diksha-teknologies-senior-nodejs-backend-developer-193034?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Developer (React/Node),Eastgate Software,,Negotiable,"['aws', 'rest api', 'docker', 'api', 'spa', 'git', 'html', 'linux', 'bootstrap', 'angular', 'javascript', 'nodejs', 'postgresql', 'mysql', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13782.png,https://nodeflair.com/jobs/eastgate-software-full-stack-developer-react-node-193033?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Full-stack Developer (ReactJS,NodeJS)",CMC Global,,Negotiable,"['gitlab', 'aws', 'docker', 'ci', 'microsoft', 'statsd', 'bamboo', 'azure', 'bitbucket', 'javascript', 'nodejs', 'postgresql', 'graphql', 'elasticsearch', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8126.png,https://nodeflair.com/jobs/cmc-global-senior-full-stack-developer-reactjs-nodejs-193032?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Software Engineer, Fullstack",Grab,,Negotiable,"['c++', 'go', 'java', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-senior-software-engineer-fullstack-193031?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior QA Engineer (Remote),Inspectorio,,Negotiable,"['strategy', 'selenium', 'jenkins', 'go', 'api', 'sentry', 'datadog', 'ci', 'cypress', 'java', 'typescript', 'sql', 'graphql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5961.png,https://nodeflair.com/jobs/inspectorio-senior-qa-engineer-remote-193030?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineering Manager,OPSWAT,,Negotiable,"['manager', 'rest api', 'c++', 'api', 'play', 'teamcity', 'git', 'linux', 'bitbucket', 'typescript', 'javascript', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12579.png,https://nodeflair.com/jobs/opswat-software-engineering-manager-193029?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Quality Assurance Engineer (Manual + Automation),Galaxy FinX,,Negotiable,['azure'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9282.png,https://nodeflair.com/jobs/galaxy-finx-senior-quality-assurance-engineer-manual-automation-193028?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Astek,,Negotiable,"['graph', 'gitlab', 'play', 'drupal', 'datadog', 'ci', 'kubernetes']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13022.png,https://nodeflair.com/jobs/astek-devops-engineer-193027?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior DevOps Engineer,Ringkas,,Negotiable,"['aws', 'docker', 'shell script', 'shell', 'linux', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12899.png,https://nodeflair.com/jobs/ringkas-senior-devops-engineer-193026?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Android Developer,Trustify,,Negotiable,"['android sdk', 'koin', 'coroutines', 'mvvm', 'gradle', 'android', 'kotlin', 'json']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22133.png,https://nodeflair.com/jobs/trustify-android-developer-193025?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend developer,MealSuite,,Negotiable,"['cypress', 'scss', 'less', 'jasmine', 'git', 'jest', 'sass', 'ionic', 'html', 'bootstrap', 'angular', 'typescript', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9793.png,https://nodeflair.com/jobs/mealsuite-frontend-developer-193024?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,Nutrogen,,Negotiable,"['play', 'javascript', 'nodejs', 'react', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22484.png,https://nodeflair.com/jobs/nutrogen-full-stack-engineer-193023?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer,SENS,,Negotiable,"['rest api', 'api', 'html', 'typescript', 'javascript', 'nodejs', 'postgresql', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13032.png,https://nodeflair.com/jobs/sens-frontend-developer-193022?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior/Intermediate Backend Developer (Python/ Django/MongoDB),Breadstack,,Negotiable,"['docker', 'google cloud', 'message queue', 'essage queue', 'celery', 'ci', 'rabbitmq', 'redis', 'django', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22311.png,https://nodeflair.com/jobs/breadstack-senior-intermediate-backend-developer-python-django-mongodb-193021?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Web Fullstack Developer,FPT,,Negotiable,"['api', 'azure', 'html', 'redux', 'javascript', 'nodejs', 'react', 'mongodb', 'python', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-web-fullstack-developer-193020?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Data Engineer,FPT,,Negotiable,"['etl', 'informatica', 'snowflake', 'aws', 'oracle', 'pentaho', 'analytics', 'ssis', 'java', 'mssql', 'airflow', 'sql', 'postgresql', 'mysql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-senior-data-engineer-193019?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer (VueJS) - Global Market,Rikkeisoft,,Negotiable,"['aws', 'rest api', 'git', 'html', 'javascript', 'graphql', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11213.png,https://nodeflair.com/jobs/rikkeisoft-frontend-developer-vuejs-global-market-193018?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior .Net Fullstack Engineer,Logix Technology,,Negotiable,"['tdd', 'graph', 'web api', 'api', 'dapper', 'entity', 'microsoft', 'net core', 'less', 'orm', 'azure', 'javascript', 'sql', 'c#', 'net', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/14859.png,https://nodeflair.com/jobs/logix-technology-senior-net-fullstack-engineer-193017?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java Software Engineer ( Junior/Senior ),Terralogic,,Negotiable,"['mvc', 'rest api', 'docker', 'oracle', 'api', 'oracle db', 'spring', 'elk', 'oop', 'spring mvc', 'java', 'nosql', 'kafka', 'springboot', 'sql', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4374.png,https://nodeflair.com/jobs/terralogic-java-software-engineer-junior-senior-193016?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer,MOR Software,,Negotiable,"['svn', 'aws', 'oop', 'uml', 'git', 'java', 'ruby', 'nodejs', 'net', 'php', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8482.png,https://nodeflair.com/jobs/mor-software-backend-developer-193015?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
NodeJS Backend Developer,Diksha Teknologies,,Negotiable,"['oop', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/17484.png,https://nodeflair.com/jobs/diksha-teknologies-nodejs-backend-developer-193014?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Software Engineer, Backend",Grab,,Negotiable,"['http', 'tcp', 'terraform', 'docker', 'c++', 'go', 'analytics', 'envoy', 'sentry', 'consul', 'grpc', 'java', 'kubernetes', 'javascript', 'c', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-software-engineer-backend-193013?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester (Middle),Synodus,,Negotiable,"['sprint', 'qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7993.png,https://nodeflair.com/jobs/synodus-tester-middle-193099?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HN] Tester - Nhân Viên Kiểm Thử Phần Mềm,Quang Ich,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9086.png,https://nodeflair.com/jobs/quang-ich-hn-tester-nhan-vien-ki-m-th-ph-n-m-m-193092?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Tester (Junior),Mirabo,,Negotiable,"['api', 'soap', 'postman', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9648.png,https://nodeflair.com/jobs/mirabo-tester-junior-192908?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Android Developer - Từ 2 Năm Kinh Nghiệm,VMO Holdings,,Negotiable,"['c++', 'api', 'java', 'android', 'c']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-android-developer-t-2-nam-kinh-nghi-m-192896?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
