Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
[HCM/DN/Hybrid] Automation Tester (Playwright),KMS Technology,"02 Tan Vien, ward 2, Tan Binh, Ho Chi Minh",Full time,"['Strong experience in developing test automation for web services and web application', '2+ years of experience in creating and running automated tests using testing frameworks like Playwright, Selenium, Cucumber, or Katalon using Java, JavaScript, Python, Groovy etc.', '2+ years of experience developing test automation for API and web applications, Mobile is a plus', 'Hands-on experience in using test tools like TestNG/Mocha/Jasmine/Nightwatch, etc', 'Solid testing experiences (requirement analysis, test strategy, test approach, test plan, test techniques including black box, risk-based, exploratory, non-UI testing, UI testing, etc.)', 'Good knowledge of the software development process, especially the software testing process', 'Good English communication']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNE1uREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--deddc1910ccffa15139ca706fe9b6f9b987ca3d3/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/kms-technology-logo.png,https://itviec.com/it-jobs/hcm-dn-hybrid-senior-automation-tester-kms-technology-2809?lab_feature=preview_jd_page
Middle/Senior Backend Developer (Java Developer),MB Ageas Life,"Tầng 15, tòa nhà MB – 21 Cát Linh, phường Cát Linh, Dong Da, Ha Noi",Full time,"['No working on the weekends (5 working days/week from Monday to Friday) and no overtime', 'Competitive salary with annual review and performance bonus', '100% official salary during the probation period', 'MIC Premium Healthcare Insurance for each employee with his/her 03 dependents', ""Provide Life Insurance & Cancer Insurance for the company's members"", 'Annual leave: 15 days/year', 'Outstanding Wellness allowances', 'Lunch/Mobile/Travel allowances ', 'Sponsored training and self-development opportunities (English, PMP, CSM, ITIL...)', 'Modern facilities for convenient working. ', ""Specific benefits on the holidays of the Union (Company birthday, New Year's holidays, Mid-Autumn Festival, Vietnamese Family's Day - June 28, Vietnamese Children's Day - June 1, Women's Day - March 8 & October 20, …)"", 'Exciting company outings/events and team-building activities', 'Supportive, international, dynamic working environment and talented, culturally diverse teams', 'A large pantry full of snacks, drinks, and seasonal fresh fruit']",Negotiable,"['Java', 'Agile', 'Spring']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVFNTWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2d3728f4fecb56141903f80cad9b6dbbf7f170a7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/MB-ageas-life-logo-01.png,https://itviec.com/it-jobs/middle-senior-backend-developer-java-developer-mb-ageas-life-4818?lab_feature=preview_jd_page
"AI Engineer (Python, ML, AI, Solidity)",Bitcoin Builders,"Hong Ha, Phu Nhuan, Ho Chi Minh",Full time,"['Degree in Computer Science, AI, or related field.', 'Deep knowledge in AI, ML, and systems.', 'Experience in blockchain, smart contracts, DApps is highly desirable.', 'Skilled in Python, Solidity, JavaScript, TensorFlow, PyTorch.', 'Excellent problem-solving and teamwork abilities.', 'Competitive compensation and benefits.', 'Opportunity to work on innovative AI-blockchain projects.', 'Supportive team and professional development opportunities.']",Negotiable,"['Python', 'Blockchain', 'Solidity']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL3g2T0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8bc4355123761b474f0f333768adc66378cedbd4/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/NBC%20logo.png,https://itviec.com/it-jobs/ai-engineer-python-ml-ai-solidity-bitcoin-builders-3930?lab_feature=preview_jd_page
Senior DevSecOps Engineer (Python),NAB Innovation Centre Vietnam,"The Hallmark, 15 Tran Bach Dang, Thu Thiem Ward, Thu Duc City, Ho Chi Minh",Full time,"['5+ years of experience in coding and scripting in latest programming languages (Python, Bash etc.)/ Applicatoon Security ', 'Hands on with coding: Scripting using Python- DevOps/DevSecops Background ', 'Experience of modern secure software development practices & mentoring teams to improve their practices.', 'Building CI/CD pipeline automation, tooling (GitHub, Jenkins, Artifactory, Docker, Ansible and Bamboo) and Compliance as code.', 'Mandatory hands-on experience with Azure or AWS cloud platforms using Terraform or CloudFormation', 'Experience supporting server running both Windows and Linux operating systems', 'Experience with security tools in SAST (static code testing), SCA (software composition analysis), CSS (container security), DAST (dynamic security testing)', 'Good understanding of security concepts related to container security, supply chain and cloud.', 'Technical understanding to assist asset teams triage vulnerabilities and drive prioritisation', 'Proven ability to work both individually and within a team environment (at times with little guidance), build strong relationships and maintain rapport with internal NAB stakeholders and 3rd party service providers']",Negotiable,"['DevOps', 'Python', 'DevSecOps']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMS9LSnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f77c1653cf49260705bf77be3846954d9b817b70/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo.jpg,https://itviec.com/it-jobs/senior-devsecops-engineer-python-nab-innovation-centre-vietnam-2906?lab_feature=preview_jd_page
"[HN] Section Manager (Product Manager, Java, Agile)","MONEY FORWARD VIETNAM CO.,LTD","11th Floor, TNR Tower, No 54A Nguyen Chi Thanh, Lang Thuong Ward, Dong Da, Ha Noi",Full time,"['Degree in Information Technology, Software Engineering, Information Systems, or equivalent experience', '5+ years of software development experience', '3+ years managing web projects or product development', 'Senior-level proficiency in Java or Kotlin', 'Built and/or led an engineering team of 5+ members', 'Excellent problem-solving in ambiguous situations without clear instructions', 'Proven people management skills: team building, employee satisfaction, career development, and mentoring', 'Familiar with Agile methodologies like Scrum, Kanban, Scrum of Scrum, and its best practices', 'Can review complex designs in multi-tenant and loose coupling architectures', 'Professional working proficiency in English.', 'B2B Application Expertise: Experience in managing or developing B2B applications, with a knack for solving complex business and technology challenges, particularly in finance, accounting, banking systems, and scalable web applications.', 'Technical Versatility: Proficiency in cloud computing, CI/CD, DevOps practices, and a strong grasp of security and compliance standards.', 'Analytical Decision-Making: Leveraging data analysis for strategic decisions, emphasizing software development metrics and user engagement.', 'Cross-functional and Innovative Leadership: Experience in cross-departmental collaboration and leading R&D efforts to foster innovation and align product development with company goals.', 'Language Skills: Japanese proficiency is a plus to understanding business requirements and customer voices.']",Negotiable,"['Project Manager', 'Agile', 'Java']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVVIRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1ae7acc317bfb2f261c8b580725af2d56ae34b7e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/money-forward-vi-t-nam-logo.png,https://itviec.com/it-jobs/hn-section-manager-product-manager-java-agile-money-forward-vietnam-co-ltd-3227?lab_feature=preview_jd_page
Senior Product Designer,Optimizely (formerly Episerver),"165 Thái Hà, Dong Da, Ha Noi",Full time,"['Strong understanding of the user-centered design process, with a proven ability to deliver projects in Figma', 'High-fidelity user interface and interaction design skills, with proven experience in data visualization', 'Loves to build design prototypes, even better if these are in code ', 'Open to rapid design iteration, feedback, and experimentation ', 'Ability to connect design decisions back to business goals, and to work with stakeholders across the company to build consensus', 'Exceptional communication skills, and the ability to clearly explain design decisions to anyone in the company', 'A strong portfolio showcasing product design work, which includes data visualizations or analytics examples', 'Ability to prototype design concepts in Figma and other design tools', 'Experience participating in the complete product development cycle of web apps', 'Ability to present cohesive design approaches to non-design audiences (including business, product and technology teams) Ability to effectively manager time; work proactively; prioritize tasks and work within deadline', 'Bachelor’s degree in Product Design, Graphic Design, Human Computer Interaction, or related field AND 3-5+ years of product design experience. ']",Negotiable,"['Designer', 'Agile', 'UI-UX']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3VmSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--60621c52ddcfec355f1a1a9ebc8ed2d79256c18e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo_symbol_1200x1200.png,https://itviec.com/it-jobs/senior-product-designer-optimizely-formerly-episerver-3538?lab_feature=preview_jd_page
Data Scientist (Data Analyst),ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,"['Tốt nghiệp hệ chính quy các Trường Đại học ', 'Chuyên ngành đào tạo: Công nghệ thông tin, Toán tin, Điện tử Viễn thông, Kỹ thuật ứng dụng, Khoa học Máy tính hoặc các lĩnh vực liên quan.', 'Chứng chỉ đào tạo về các công cụ, hệ thống liên quan đến Data Scientist.', 'Ít nhất 5 năm kinh nghiệm làm việc về Data Scientist, phân tích dữ liệu.', 'Hiểu sâu về lập trình, cấu trúc dữ liệu & giải thuật, lý thuyết đồ thị', 'Hiểu sâu về xác suất thống kê, đại số tuyến tính, giải tích', 'Hiểu sâu về phân tích khám phá dữ liệu (Exploratory Data Analysis - EDA)', 'Kiến thức về học máy (machine learning), học máy chuyên sâu (deep learning), các kỹ thuật học máy (gradient boosted trees, random forest, ....)', 'Hiểu sâu về xử lý dữ liệu phân tán, xử lý dữ liệu lớn (Hadoop, Spark, Elastic Search...)', 'Hiểu sâu về các loại CSDL (RDBMS, Graph Databases, NoSQL Products, ...)', 'Kỹ năng sử dụng thành thạo ngôn ngữ lập trình (R, Python, Java, Scala, ...), SQL', 'Kỹ năng sử dụng thành thạo các công cụ trực quan hóa dữ liệu, đánh giá mô hình', 'Chú trọng triển khai theo Agile với sự sẵn sàng học hỏi và phát triển từ kinh nghiệm.']",Negotiable,"['Data Analyst', 'SQL', 'Business Analyst']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/data-scientist-business-analyst-abbank-4204?lab_feature=preview_jd_page
"Data architecture (Database, Cloud)",ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,"['Tốt nghiệp hệ chính quy các Trường Đại học trong nước hoặc nước ngoài.', 'Chuyên ngành đào tạo: Công nghệ thông tin, Toán tin, Điện tử Viễn thông, Kỹ thuật ứng dụng, Khoa học Máy tính hoặc các lĩnh vực liên quan.', 'Chứng chỉ đào tạo của các giải pháp/công cụ liên quan đến ETL/BI/Data platforms/Data streaming/Điện toán đám mây.', 'Kỹ năng phân tích và xử lý các vấn đề kỹ thuật phức tạp, cung cấp các giải pháp khả thi và kịp thời.', 'Kỹ năng giao tiếp và làm việc nhóm hiệu quả khi làm việc với nhiều nhóm chức năng khác nhau.']",Negotiable,"['Software Architect', 'Database', 'Cloud']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/data-architecture-database-cloud-abbank-3730?lab_feature=preview_jd_page
Chuyên gia triển khai ứng dụng (DevSecOps),ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,"['Tốt nghiệp đại học trở lên chuyên ngành Công nghệ thông tin / Điện tử Viễn thông hoặc tương đương.', 'Tối thiểu 7 năm kinh nghiệm trong lĩnh vực phát triển, quản trị, vận hành, hỗ trợ ứng dụng.', 'Tối thiểu 3 năm kinh nghiệm trong lĩnh vực DevOps/DevSecOps.', 'Tối thiểu 3 năm kinh nghiệm làm việc với nền tảng cloud (AWS/GCP/Azure)', 'Có hiểu biết về an toàn, bảo mật thông tin.', 'Ưu tiên ứng viên có chứng chỉ quốc tế về DevSecOps/Cloud/Security.', 'Phân tích, đánh giá và giải quyết vấn đề', 'Tập trung vào kết quả', 'Sáng tạo và liên tục đổi mới', 'Tự học, tự trau dồi kiến thức']",Negotiable,"['DevOps', 'AWS', 'Azure']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/chuyen-gia-trien-khai-ung-dung-devsecops-abbank-3723?lab_feature=preview_jd_page
"Cloud Architect (Java, Agile)",ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,"['Kinh nghiệm công tác: 8-12 năm trong ngành CNTT', 'Có từ 3 năm kinh nghiệm trở lên làm việc phát triển, kiến trúc môi trường Cloud (ưu tiên Google Cloud), tham gia xây dựng kiến trúc các dự án về cloud và dự án tích hợp liên quan tới API gateway, phát triển API, Microserives, Messaging, v.v…; ', 'Có kiến thức tốt về Phát triển Java (Java 8+ và các phiên bản cao hơn), kiến trúc SOA, thiết kế ứng dụng, các công nghệ Native Cloud và Microservices;', 'Có kiến thức tốt về Phân tích quy trình nghiệp vụ; có khả năng tư vấn kỹ thuật về phân tích nghiệp vụ, quản lý dự án, kiến trúc CNTT, cơ sở hạ tầng, bảo mật và thiết kế kiến trúc phần mềm.', 'Có khả năng viết các tài liệu kỹ thuật có cấu trúc và rõ ràng.', 'Hiểu biết tốt về phương pháp Agile', 'Ưu tiên có các chứng chỉ Kiến trúc giải pháp Cloud, chứng chỉ Cloud Developer, chứng chỉ DevOps/DevSecOps và có kinh nghiệm làm việc với môi trường Google Cloud.', 'Kỹ năng: Có khả năng giao tiếp, đọc, viết tốt bằng tiếng Anh.\n ']",Negotiable,"['Software Architect', 'Java', 'Cloud']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/solution-architect-cloud-java-agile-abbank-2738?lab_feature=preview_jd_page
Architect Application Solution (Agile),ABBANK,"36 Hoàng Cầu, Dong Da, Ha Noi",Full time,"['Tốt nghiệp hệ chính quy các Trường Đại học trong nước hoặc nước ngoài.', 'Chuyên ngành đào tạo: Công nghệ thông tin, Toán tin, Điện tử Viễn thông, Kỹ thuật ứng dụng, Khoa học Máy tính hoặc các lĩnh vực liên quan.', 'Chứng chỉ đào tạo của các giải pháp/công cụ liên quan đến thiết kế, phát triển ứng dụng.', 'Kỹ năng phân tích và xử lý các vấn đề kỹ thuật phức tạp, cung cấp các giải pháp khả thi và kịp thời.', 'Kỹ năng giao tiếp và làm việc nhóm hiệu quả khi làm việc với nhiều nhóm chức năng khác nhau.', 'Kỹ năng giao tiếp tốt và khả năng trình bày ý tưởng một cách rõ ràng và dễ hiểu.', 'Chú trọng triển khai theo Agile với sự sẵn sàng học hỏi và phát triển từ kinh nghiệm.', 'Tiếng Anh: theo chuẩn của ABBANK từng thời kỳ.']",Negotiable,"['Software Architect', 'Agile', 'IT Support']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/architect-application-solution-abbank-1915?lab_feature=preview_jd_page
