title, company, technical_skill, image_url, job_url
Senior Data Scientist,Masan Group,"['Senior', 'R', 'HBase', 'Java', 'Linux', 'NoSQL', 'MongoDB', 'Python']",https://nodeflair.com/api/v2/companies/20180.png,https://nodeflair.com/jobs/masan-group-senior-data-scientist-192498?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle/Senior .NET Developer,Vinova,"['Senior', 'Mid', 'NetBeans', 'SVN', 'RPC', 'Visual Studio', '.Net Core', 'Eclipse', 'Git', 'Vagrant', 'Asp.net', 'SQL', 'C#', '.NET', 'MySQL']",https://nodeflair.com/api/v2/companies/11925.png,https://nodeflair.com/jobs/vinova-middle-senior-net-developer-192497?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Applications Developer III,CST Industries,"['WordPress', 'MVC', 'Docker', 'Visual Studio', 'SOA', 'T SQL', 'Microsoft', 'WCF', 'SOAP', '.Net Core', 'Git', 'Azure', 'Java', 'HTML', 'Asp.net', 'Bootstrap', 'JavaScript', 'SQL', 'C#', 'jQuery', 'CSS', 'Vue.js']",https://nodeflair.com/api/v2/companies/22310.png,https://nodeflair.com/jobs/cst-industries-applications-developer-iii-192496?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HN] Fullstack/Backend Developer (Golang/Python/Java),Viettel Cyber Security,"['Junior', 'Docker Compose', 'Docker', 'Go', 'Message Queue', 'essage Queue', 'CI', 'OOP', 'RabbitMQ', 'Java', 'NoSQL', 'kafka', 'Angular', 'SQL', 'Redis', 'React', 'Python']",https://nodeflair.com/api/v2/companies/8625.png,https://nodeflair.com/jobs/viettel-cyber-security-hn-fullstack-backend-developer-golang-python-java-192495?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer,SmartDev,"['Mid', 'SQL']",https://nodeflair.com/api/v2/companies/22411.png,https://nodeflair.com/jobs/smartdev-data-engineer-192494?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,Glints,"['WordPress', 'AWS', 'Rest API', 'Go', 'Git', 'Typescript', 'JavaScript', 'SQL', 'GraphQL', 'PHP', 'React', 'Python']",https://nodeflair.com/api/v2/companies/10031.png,https://nodeflair.com/jobs/glints-full-stack-engineer-192493?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,Cinnamon AI,"['Mid', 'Container', 'AWS', 'Terraform', 'Docker', 'Jenkins', 'CI', 'CentOS', 'ELK', 'Azure', 'Grafana', 'Prometheus', 'Linux', 'Openshift', 'Kubernetes']",https://nodeflair.com/api/v2/companies/12911.png,https://nodeflair.com/jobs/cinnamon-ai-devops-engineer-192492?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Senior Frontend Engineer (React.JS, TypeScript)",Money Forward Vietnam,"['Senior', 'CircleCI', 'Next.js', 'AWS', 'CI', 'Heroku', 'Mocha', 'Jest', 'HTML', 'Typescript', 'JavaScript', 'GraphQL', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/8082.png,https://nodeflair.com/jobs/money-forward-vietnam-senior-frontend-engineer-react-js-typescript-192491?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Scientist - Credit Scoring Model,Masan Group,"['Junior', 'R', 'SQL', 'Python']",https://nodeflair.com/api/v2/companies/20180.png,https://nodeflair.com/jobs/masan-group-data-scientist-credit-scoring-model-192490?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[HN] Senior Backend Engineer (Devops/Data),CBTW,"['Senior', 'Amazon S3', 'DynamoDB', 'AWS', 'Docker', 'Jenkins', 'Go', 'Kinesis', 'ECS', 'SQS', 'Java', 'NoSQL', 'PHP', 'MySQL', 'Redis']",https://nodeflair.com/api/v2/companies/22010.png,https://nodeflair.com/jobs/cbtw-hn-senior-backend-engineer-devops-data-192489?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
IT Tester,K Team,['Junior'],https://nodeflair.com/api/v2/companies/13309.png,https://nodeflair.com/jobs/k-team-it-tester-192566?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mobile Developer,ETC Technology Systems,"['Mid', 'Adobe XD', 'MariaDB', 'Objective C', 'Oracle', 'Figma', 'play', 'OOP', 'Flutter', 'Java', 'MSSQL', 'React Native', 'iOS', 'Android', 'Typescript', 'Kotlin', 'Swift', 'SQL', 'MySQL', 'React']",https://nodeflair.com/api/v2/companies/9784.png,https://nodeflair.com/jobs/etc-technology-systems-mobile-developer-192573?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Mobile Developer (React Native),TPS Software,"['Senior', 'Git', 'React Native', 'Redux', 'iOS', 'Android', 'C', 'JSON', 'React']",https://nodeflair.com/api/v2/companies/8032.png,https://nodeflair.com/jobs/tps-software-senior-mobile-developer-react-native-192569?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Owner/Manager,TPS Software,"['Mid', 'Analytics', 'C', 'React']",https://nodeflair.com/api/v2/companies/8032.png,https://nodeflair.com/jobs/tps-software-product-owner-manager-192567?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Backend Developer (NodeJS),Kimei Global,"['Junior', 'Graph', 'Rest API', 'API', 'RabbitMQ', 'NoSQL', 'kafka', 'SQL', 'Node.js', 'MySQL', 'Redis', 'MongoDB']",https://nodeflair.com/api/v2/companies/12465.png,https://nodeflair.com/jobs/kimei-global-backend-developer-nodejs-192578?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
System Admin,Fabbi,"['Junior', 'Microsoft']",https://nodeflair.com/api/v2/companies/12511.png,https://nodeflair.com/jobs/fabbi-system-admin-192565?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
[Remote - HCM] Backend Game Developer (PHP or Java),Ateam Vietnam,"['Mid', 'Senior', 'Lead', 'TCP', 'Memcached', 'Java', 'HTML', 'JavaScript', 'PHP', 'MySQL', 'CSS']",https://nodeflair.com/api/v2/companies/14791.png,https://nodeflair.com/jobs/ateam-vietnam-remote-hcm-backend-game-developer-php-or-java-192560?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java Backend Developer,Paraline,"['Junior', 'Intellij', 'Container', 'NetBeans', 'MVC', 'SVN', 'Rest API', 'AngularJS', 'API', 'Message Queue', 'essage Queue', 'SOAP', 'Eclipse', 'Git', 'Java', 'NoSQL', 'Springboot', 'SQL', 'React']",https://nodeflair.com/api/v2/companies/11978.png,https://nodeflair.com/jobs/paraline-java-backend-developer-192582?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Tester ( Có Đào Tạo ),NTQ Solution,['Junior'],https://nodeflair.com/api/v2/companies/11965.png,https://nodeflair.com/jobs/ntq-solution-fresher-tester-co-dao-t-o-192571?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Android Developer,SanAn,"['Junior', 'Android SDK', 'Rest API', 'C++', 'Oracle', 'API', 'Java', 'Android', 'Kotlin', 'C#', 'MySQL', 'MongoDB', 'Python']",https://nodeflair.com/api/v2/companies/9466.png,https://nodeflair.com/jobs/sanan-android-developer-192378?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Automation Test Engineer (Backend API),HCLTech,"['Mid', 'AWS', 'Docker', 'Go', 'API', 'CI', 'Git', 'Azure', 'Java', 'Kotlin', 'JavaScript', 'Swift', 'Python']",https://nodeflair.com/api/v2/companies/1035.png,https://nodeflair.com/jobs/hcltech-automation-test-engineer-backend-api-192372?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Developer (.net/reactjs),FPT,"['Mid', 'Senior', 'Lead', 'Azure', 'HTML', 'Angular', 'C#', '.NET', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-full-stack-developer-net-reactjs-192374?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Automation Test Engineer,TECHVIFY Software,"['Mid', 'Junior', 'Selenium', 'Go', 'Cypress', 'Postman', 'JMeter', 'Typescript', 'JavaScript']",https://nodeflair.com/api/v2/companies/12510.png,https://nodeflair.com/jobs/techvify-software-automation-test-engineer-192199?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer Intern - Backend,ShopBack,"['Objective C', 'C++', 'Go', 'Java', 'JavaScript', 'C', 'C#', 'Python']",https://nodeflair.com/api/v2/companies/5.png,https://nodeflair.com/jobs/shopback-software-engineer-intern-backend-192197?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Full Stack Engineer (Next.js / Node.js / TypeScript),qode.world,"['Senior', 'Next.js', 'AWS', 'Firebase', 'Typescript', 'Node.js', 'React']",https://nodeflair.com/api/v2/companies/22132.png,https://nodeflair.com/jobs/qode-world-senior-full-stack-engineer-next-js-node-js-typescript-192196?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,WorldQuant,"['Container', 'GitLab', 'AWS', 'Terraform', 'Docker', 'CI', 'Podman', 'ELK', 'Helm', 'Git', 'Grafana', 'Prometheus', 'Linux', 'Ansible', 'Python']",https://nodeflair.com/api/v2/companies/653.png,https://nodeflair.com/jobs/worldquant-devops-engineer-192194?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
SENIOR BACK-END (NODEJS) DEVELOPER,Ninety Eight,"['Senior', 'AWS', 'Rest API', 'Docker', 'API', 'Ethereum', 'CI', 'Git', 'Typescript', 'Node.js', 'MongoDB']",https://nodeflair.com/api/v2/companies/22050.png,https://nodeflair.com/jobs/ninety-eight-senior-back-end-nodejs-developer-192193?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Fullstack Developer (ReactJS/NodeJS),SmartDev,"['Senior', 'AWS', 'Rest API', 'CI', 'HTML', 'Typescript', 'JavaScript', 'Node.js', 'PostgreSQL', 'React']",https://nodeflair.com/api/v2/companies/22411.png,https://nodeflair.com/jobs/smartdev-senior-fullstack-developer-reactjs-nodejs-192191?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer Intern - QA,ShopBack,['Intern'],https://nodeflair.com/api/v2/companies/5.png,https://nodeflair.com/jobs/shopback-software-engineer-intern-qa-192190?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer (C/C++),WorldQuant,"['Junior', 'C++', 'UNIX', 'Linux', 'C', 'Python']",https://nodeflair.com/api/v2/companies/653.png,https://nodeflair.com/jobs/worldquant-software-engineer-c-c-192188?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mobile Developer (Flutter),bTaskee,"['Junior', 'TDD', 'CI', 'OOP', 'Git', 'Flutter', 'iOS', 'Android', 'JSON', 'XML']",https://nodeflair.com/api/v2/companies/10626.png,https://nodeflair.com/jobs/btaskee-mobile-developer-flutter-192186?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Developer (.Net),Trustify,"['Junior', 'Next.js', 'API', 'Analytics', 'Apollo', 'Kibana', 'Angular', '.NET', 'PostgreSQL', 'Elasticsearch', 'Redis']",https://nodeflair.com/api/v2/companies/22133.png,https://nodeflair.com/jobs/trustify-software-developer-net-192185?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer (Eng Giao Tiếp Tốt),VMO Holdings,"['Junior', 'Strategy', 'AWS', 'MODE', 'Azure', 'Linux', 'Kubernetes']",https://nodeflair.com/api/v2/companies/9280.png,https://nodeflair.com/jobs/vmo-holdings-devops-engineer-eng-giao-ti-p-t-t-192315?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Cyber Security Engineer,VietUnion,['Mid'],https://nodeflair.com/api/v2/companies/9882.png,https://nodeflair.com/jobs/vietunion-cyber-security-engineer-192316?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,Zalo,"['Mid', 'Rest API', 'API', 'Java', 'NoSQL', 'MySQL', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/9246.png,https://nodeflair.com/jobs/zalo-full-stack-engineer-192184?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer,HYBRBASE,"['Next.js', 'Rest API', 'API', 'Figma', 'Sprint', 'Git', 'WebGL', 'HTML', 'Typescript', 'ES6', 'JavaScript', 'Node.js', 'GraphQL', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/21369.png,https://nodeflair.com/jobs/hybrbase-frontend-developer-192183?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer,Movi,"['Junior', 'ETL', 'Analytics', 'R', 'SQL', 'Python']",https://nodeflair.com/api/v2/companies/14823.png,https://nodeflair.com/jobs/movi-data-engineer-192182?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Fullstack Engineer,GitRoll,"['Senior', 'RDS', 'Amazon S3', 'AWS', 'Go', 'Elastic', 'SQS', 'EC2', 'JavaScript', 'Laravel', 'PHP', 'MySQL', 'Vue.js']",https://nodeflair.com/api/v2/companies/22377.png,https://nodeflair.com/jobs/gitroll-senior-fullstack-engineer-192181?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full-Stack Developer,SENS,"['Junior', 'Rest API', 'API', 'HTML', 'Typescript', 'JavaScript', 'Node.js', 'PostgreSQL', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/13032.png,https://nodeflair.com/jobs/sens-full-stack-developer-192180?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Developer (Junior-Mid),Nami Foundation,"['Mid', 'Junior', 'TDD', 'Rest API', 'AngularJS', 'API', 'Loopback', 'React Native', 'Redux', 'JavaScript', 'Node.js', 'PostgreSQL', 'MySQL', 'React']",https://nodeflair.com/api/v2/companies/20577.png,https://nodeflair.com/jobs/nami-foundation-full-stack-developer-junior-mid-192179?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer,Home Credit,"['Mid', 'ETL', 'AWS', 'Azure', 'SQL', 'Hadoop', 'Python']",https://nodeflair.com/api/v2/companies/12555.png,https://nodeflair.com/jobs/home-credit-data-engineer-192178?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Frontend (ReactJS) Engineer,C2C Tech Hub,"['Senior', 'Rest API', 'Selenium', 'AngularJS', 'API', 'CentOS', 'ubuntu', 'Git', 'HTML', 'Linux', 'Angular', 'Typescript', 'ES6', 'JavaScript', 'JSON', 'React', 'CSS', 'Vue.js']",https://nodeflair.com/api/v2/companies/8703.png,https://nodeflair.com/jobs/c2c-tech-hub-senior-frontend-reactjs-engineer-192177?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
AI engineer,FPT,"['Mid', 'CNN', 'AWS', 'C++', 'Analytics', 'Google Cloud', 'Microsoft', 'Azure', 'C', 'Python']",https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-ai-engineer-192176?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Software Engineer, Backend",Grab,"['API Gateway', 'Go', 'API', 'Git', 'Java']",https://nodeflair.com/api/v2/companies/168.png,https://nodeflair.com/jobs/grab-software-engineer-backend-192175?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Angular Developer,Silicon Stack,"['Senior', 'Combine', 'Less', 'Git', 'SASS', 'Angular', 'Ajax', 'CSS']",https://nodeflair.com/api/v2/companies/7783.png,https://nodeflair.com/jobs/silicon-stack-senior-angular-developer-192174?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Developer Blockchain - Intern,FTech,"['Intern', 'Go', 'Rust', 'Node.js', 'React']",https://nodeflair.com/api/v2/companies/8449.png,https://nodeflair.com/jobs/ftech-developer-blockchain-intern-192311?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Middle Fullstack Developer (Java, Reactjs)",MEDRiNG,"['Mid', 'Rest API', 'API', 'Spring', 'Java', 'Redux', 'Typescript', 'JavaScript', 'React']",https://nodeflair.com/api/v2/companies/7717.png,https://nodeflair.com/jobs/medring-middle-fullstack-developer-java-reactjs-192324?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Backend -Portal- Hỗ Trợ Vận Hành Tại Hà Nội,Aladdin,"['Junior', 'MVC', 'Rest API', 'API', 'MVP', 'SOAP', 'MVVM', 'Git', 'Ajax', 'GraphQL', 'PHP']",https://nodeflair.com/api/v2/companies/8401.png,https://nodeflair.com/jobs/aladdin-chuyen-vien-backend-portal-h-tr-v-n-hanh-t-i-ha-n-i-192318?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Backend -API ( Thu Nhập 15-22tr/ Tháng) Tại Hà Nội,Aladdin,"['Junior', 'MVC', 'Rest API', 'API', 'MVP', 'SOAP', 'MVVM', 'Git', 'Ajax', 'GraphQL', 'PHP']",https://nodeflair.com/api/v2/companies/8401.png,https://nodeflair.com/jobs/aladdin-chuyen-vien-backend-api-thu-nh-p-15-22tr-thang-t-i-ha-n-i-192317?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Cyber Security Engineer (CISO),FPT,"['Junior', 'Strategy', 'API', 'Cloudflare']",https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-cyber-security-engineer-ciso-192319?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Backend ( NodeJs ),Tinhvan Group,"['Junior', 'HTML', 'JavaScript', 'jQuery', 'Node.js', 'React', 'MongoDB', 'Python', 'CSS']",https://nodeflair.com/api/v2/companies/11818.png,https://nodeflair.com/jobs/tinhvan-group-l-p-trinh-vien-backend-nodejs-192305?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Intern Tester Tiếng Nhật,VNEXT,['Intern'],https://nodeflair.com/api/v2/companies/9757.png,https://nodeflair.com/jobs/vnext-intern-tester-ti-ng-nh-t-192313?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Reactjs,Tinhvan Group,"['Junior', 'HTML', 'JavaScript', 'jQuery', 'Node.js', 'React', 'MongoDB', 'Python', 'CSS']",https://nodeflair.com/api/v2/companies/11818.png,https://nodeflair.com/jobs/tinhvan-group-l-p-trinh-vien-reactjs-192302?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Embedded Software Tester,Selex,"['Mid', 'C']",https://nodeflair.com/api/v2/companies/9104.png,https://nodeflair.com/jobs/selex-embedded-software-tester-192320?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Cộng Tác Viên Tester,GMO–Z.com RUNSYSTEM,"['Junior', 'API', 'SQL']",https://nodeflair.com/api/v2/companies/7620.png,https://nodeflair.com/jobs/gmo-z-com-runsystem-c-ng-tac-vien-tester-192322?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Frontend,Tinhvan Group,"['Junior', 'HTML', 'JavaScript', 'jQuery', 'Node.js', 'React', 'MongoDB', 'Python', 'CSS']",https://nodeflair.com/api/v2/companies/11818.png,https://nodeflair.com/jobs/tinhvan-group-l-p-trinh-vien-frontend-192307?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Kỹ Sư Dữ Liệu Lớn ( Data Engineer ),Viettel,"['Junior', 'Graph', 'Elastic', 'Spark', 'NoSQL', 'Hadoop']",https://nodeflair.com/api/v2/companies/7665.png,https://nodeflair.com/jobs/viettel-k-s-d-li-u-l-n-data-engineer-192323?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Nhân Viên Digital Marketing Game Mobile,BBOLD,['Junior'],https://nodeflair.com/api/v2/companies/11901.png,https://nodeflair.com/jobs/bbold-nhan-vien-digital-marketing-game-mobile-192301?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Tester,Mediastep,"['Junior', 'API']",https://nodeflair.com/api/v2/companies/8971.png,https://nodeflair.com/jobs/mediastep-manual-tester-192321?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer (Java/Angular),BIPLUS SOFTWARE,"['Junior', 'Struts', 'Oracle', 'Spring', 'Java', 'Springboot', 'Angular', 'SQL', 'MySQL']",https://nodeflair.com/api/v2/companies/10171.png,https://nodeflair.com/jobs/biplus-software-fullstack-developer-java-angular-192102?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fresher Fullstack Developer(Fluent English),SmartOSC,"['Junior', 'MVC', 'Rest API', 'API', 'Magento', 'OOP', 'Git', 'SQL', 'GraphQL', 'PHP']",https://nodeflair.com/api/v2/companies/8024.png,https://nodeflair.com/jobs/smartosc-fresher-fullstack-developer-fluent-english-192110?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Owner,Diem Nhan,"['Mid', 'Flow']",https://nodeflair.com/api/v2/companies/8451.png,https://nodeflair.com/jobs/diem-nhan-product-owner-192107?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer (Angular 12),DTS Vietnam,"['Junior', 'HTML', 'Angular', 'JavaScript', 'CSS']",https://nodeflair.com/api/v2/companies/9528.png,https://nodeflair.com/jobs/dts-vietnam-frontend-developer-angular-12-192099?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Scientist,Renesas Electronics,"['AWS', 'Analytics', 'CI', 'R', 'Apache', 'Databricks', 'Azure', 'Spark', 'SQL', 'Python']",https://nodeflair.com/api/v2/companies/715.png,https://nodeflair.com/jobs/renesas-electronics-data-scientist-192071?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
ReactJS Developer (Junior/Mid),TECHVIFY Software,"['Junior', 'Rest API', 'Visual Studio', 'Webpack', 'Grunt', 'Git', 'HTML', 'Typescript', 'JavaScript', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/12510.png,https://nodeflair.com/jobs/techvify-software-reactjs-developer-junior-mid-192070?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack AI Engineer,Renesas Electronics,"['TensorFlow', 'AWS', 'CI', 'PyTorch', 'Databricks', 'Azure', 'HTML', 'Bootstrap', 'Angular', 'JavaScript', 'SQL', 'Node.js', 'React', 'Python', 'CSS']",https://nodeflair.com/api/v2/companies/715.png,https://nodeflair.com/jobs/renesas-electronics-full-stack-ai-engineer-192069?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
NodeJS Developer,Savvycom,"['Mid', 'Node.js']",https://nodeflair.com/api/v2/companies/12546.png,https://nodeflair.com/jobs/savvycom-nodejs-developer-192068?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Middle/Senior Manual tester (QC Engineer, English)",Joblogic,"['Senior', 'Mid', 'API', 'Azure', 'SQL']",https://nodeflair.com/api/v2/companies/10110.png,https://nodeflair.com/jobs/joblogic-middle-senior-manual-tester-qc-engineer-english-192067?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Magento Developer (eCommerce),DFI Retail Group,"['AWS', 'play', 'Magento', 'Git', 'HTML', 'JavaScript', 'Ajax', 'PHP', 'MySQL', 'CSS']",https://nodeflair.com/api/v2/companies/5988.png,https://nodeflair.com/jobs/dfi-retail-group-magento-developer-ecommerce-192066?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer,LG CNS,"['Junior', 'AWS', 'Rest API', 'Oracle', 'API', 'Spring', 'CI', 'Git', 'Spring MVC', 'Java', 'Kubernetes', 'Springboot', 'SQL', 'PostgreSQL', 'MySQL', 'Python']",https://nodeflair.com/api/v2/companies/14525.png,https://nodeflair.com/jobs/lg-cns-back-end-developer-192065?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Developer,Stor.ai,"['Junior', 'AngularJS', 'OOP', 'MSSQL', 'Angular', 'SQL', 'Node.js']",https://nodeflair.com/api/v2/companies/22361.png,https://nodeflair.com/jobs/stor-ai-full-stack-developer-192064?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Mobile Application Developer (React Native),Stor.ai,"['Mid', 'Drupal', 'Analytics', 'Firebase', 'MSSQL', 'React Native', 'Angular', 'Android', 'SQL', 'Node.js', 'React']",https://nodeflair.com/api/v2/companies/22361.png,https://nodeflair.com/jobs/stor-ai-mobile-application-developer-react-native-192063?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer (NodeJS/ReactJS),Relia Software,"['Junior', 'Next.js', 'Typescript', 'JavaScript', 'Node.js', 'React', 'CSS']",https://nodeflair.com/api/v2/companies/9682.png,https://nodeflair.com/jobs/relia-software-fullstack-developer-nodejs-reactjs-192062?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer,LG CNS,"['Junior', 'OAuth', 'SPA', 'CI', 'MUI', 'Git', 'D3', 'HTML', 'Typescript', 'JavaScript', 'jQuery', 'Node.js', 'CSS', 'Vue.js']",https://nodeflair.com/api/v2/companies/14525.png,https://nodeflair.com/jobs/lg-cns-frontend-developer-192061?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Engineer, Backend",Hex Trust,"['Mid', 'Docker', 'Go', 'Shell Script', 'OpenAPI', 'Message Queue', 'essage Queue', 'CI', 'Less', 'Shell', 'Rust', 'Typescript', 'SQL', 'Node.js', 'MongoDB']",https://nodeflair.com/api/v2/companies/5511.png,https://nodeflair.com/jobs/hex-trust-engineer-backend-192060?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Dotnet Developer,Terralogic,"['Mid', 'API', 'Microsoft SQL Server', 'T SQL', 'Microsoft', '.Net Core', 'MSSQL', 'HTML', 'JavaScript', 'SQL', '.NET', 'MongoDB', 'CSS']",https://nodeflair.com/api/v2/companies/4374.png,https://nodeflair.com/jobs/terralogic-dotnet-developer-192059?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior DevOps Engineer,Ringkas,"['Senior', 'AWS', 'Docker', 'Shell Script', 'Shell', 'Linux', 'Python']",https://nodeflair.com/api/v2/companies/12899.png,https://nodeflair.com/jobs/ringkas-senior-devops-engineer-192058?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,VinFast,"['Mid', 'AWS', 'Terraform', 'Docker', 'CI', 'Microsoft', 'Git', 'Azure', 'Grafana', 'Prometheus', 'Linux', 'Kubernetes', 'Python']",https://nodeflair.com/api/v2/companies/12936.png,https://nodeflair.com/jobs/vinfast-devops-engineer-192057?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack React Native/.NET Engineer,Orient Software,"['Mid', 'Rest API', 'API', 'Git', 'Azure', 'React Native', 'iOS', 'Android', 'Typescript', 'ES6', 'JavaScript', 'C#', '.NET', 'React']",https://nodeflair.com/api/v2/companies/2011.png,https://nodeflair.com/jobs/orient-software-fullstack-react-native-net-engineer-192056?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Java Software Engineer,Rakuten,"['Mid', 'Oracle', 'Web Api', 'API', 'JSF', 'Java', 'JUnit', 'SQL']",https://nodeflair.com/api/v2/companies/22201.png,https://nodeflair.com/jobs/rakuten-java-software-engineer-192055?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
